High To Open,Low To Open,Close To Open,High To Low,Volume
0.0000000000,-0.0017090551,-0.0010428133,0.0017119810,7.85216
0.0034796729,0.0000000000,0.0022327901,0.0034796729,7.33949
0.0024269741,-0.0006356361,-0.0006356361,0.0030645581,25.97643
0.0000000000,-0.0024874902,-0.0019090041,0.0024936933,5.92948
0.0008987591,0.0000000000,0.0003189145,0.0008987591,1.4501
0.0002317699,-0.0004635397,-0.0001738274,0.0006956320,9.16395
0.0009848792,-0.0019697584,0.0009848792,0.0029604690,4.85484
0.0025721057,-0.0004624010,0.0025721057,0.0030359105,21.07568
0.0000000000,-0.0035162555,-0.0020175236,0.0035286632,44.39424
0.0019347945,0.0000000000,0.0018192844,0.0019347945,9.27831
0.0023348322,-0.0061973942,-0.0054191168,0.0085854338,44.3749
0.0005216786,-0.0039415720,-0.0027533040,0.0044809125,9.53881
0.0015405185,-0.0005522614,0.0006394605,0.0020939363,9.97595
0.0039792036,-0.0006099509,0.0039792036,0.0045919554,22.77021
0.0014469267,-0.0005208936,-0.0005208936,0.0019688459,14.48967
0.0017636174,-0.0002602059,-0.0002023823,0.0020243500,6.18786
0.0020808647,-0.0006358198,0.0013005404,0.0027184129,8.56788
0.0000000000,-0.0019641258,-0.0012420207,0.0019679912,4.68858
0.0010106552,-0.0003753862,-0.0001155035,0.0013865619,24.63466
0.0017623945,-0.0001444586,0.0012423437,0.0019071286,13.58599
0.0011842523,-0.0021663152,-0.0014730944,0.0033578417,54.02459
0.0009260331,-0.0001446927,0.0009260331,0.0010708807,18.82115
0.0000000000,-0.0023998843,-0.0009541709,0.0024056576,12.89857
0.0013890899,-0.0011865143,0.0009260599,0.0025786637,10.66869
0.0020535663,0.0000000000,0.0020246428,0.0020535663,35.04335
0.0000865801,-0.0045887446,-0.0037229437,0.0046968774,11.42653
0.0001737318,-0.0011871670,0.0001737318,0.0013625163,16.1566
0.0004052098,-0.0004920405,-0.0001157742,0.0008976921,2.81917
0.0020542793,-0.0000578670,0.0006944043,0.0021122685,5.66267
0.0000000000,-0.0021390374,-0.0017054488,0.0021436227,7.70671
0.0000000000,-0.0036786004,-0.0027517090,0.0036921825,4.96209
0.0015977225,-0.0019753660,0.0015977225,0.0035801607,15.36387
0.0016529884,-0.0003189978,0.0016529884,0.0019726155,2.32643
0.0012163336,-0.0004633652,-0.0004344049,0.0016804775,6.19244
0.0019689599,-0.0004053741,0.0012740329,0.0023752969,6.9867
0.0005207731,-0.0019095012,-0.0019095012,0.0024349238,6.47715
0.0004929537,-0.0002319782,-0.0002319782,0.0007251001,21.19471
0.0000000000,-0.0013347261,-0.0004352368,0.0013365100,8.95049
0.0021476043,0.0000000000,0.0004353252,0.0021476043,7.67134
0.0002320051,-0.0006670147,-0.0000290006,0.0008996198,6.88224
0.0000000000,-0.0013053316,0.0000000000,0.0013070377,10.37119
0.0000000000,-0.0021467320,-0.0019436628,0.0021513504,5.28533
0.0002616507,-0.0007849522,-0.0007849522,0.0010474251,7.27092
0.0020087336,-0.0012518195,0.0016302766,0.0032646399,3.30964
0.0013653662,-0.0003776545,0.0010167620,0.0017436792,3.56071
0.0010440230,-0.0012760281,0.0008700191,0.0023230153,8.81417
0.0000000000,-0.0013608988,-0.0010134353,0.0013627533,20.11012
0.0000000000,-0.0022023879,-0.0019705576,0.0022072491,5.71374
0.0000870903,-0.0021482277,-0.0015385955,0.0022401303,12.53018
0.0004652380,-0.0014829461,-0.0004070832,0.0019510775,33.46956
0.0010765515,-0.0007855917,0.0009892636,0.0018636072,11.30166
0.0000000000,-0.0030236953,-0.0027911034,0.0030328658,5.77124
0.0028563101,0.0000000000,0.0028563101,0.0028563101,11.48789
0.0020927799,0.0000000000,0.0003487967,0.0020927799,7.50806
0.0013367818,0.0000000000,0.0008427538,0.0013367818,16.20605
0.0000000000,-0.0010449321,-0.0002322071,0.0010460251,15.33417
0.0003192570,-0.0034828037,-0.0028152663,0.0038153488,10.4712
0.0020665968,0.0000000000,0.0016008849,0.0020665968,13.54218
0.0003197581,-0.0011627569,-0.0001453446,0.0014842409,11.75507
0.0003490097,-0.0013087863,-0.0011051973,0.0016599685,10.1466
0.0009024745,-0.0033187773,-0.0029112082,0.0042353079,65.81119
0.0023362439,-0.0012557311,0.0021318226,0.0035964912,24.94658
0.0015450093,-0.0012243470,0.0015158582,0.0027727512,35.70854
0.0016882550,0.0000000000,0.0009896667,0.0016882550,6.12984
0.0007271458,-0.0022396091,-0.0012216050,0.0029734142,170.35806
0.0004370120,-0.0018063163,-0.0007866216,0.0022473878,11.65986
0.0021582524,0.0000000000,0.0012249541,0.0021582524,21.47112
0.0003497523,-0.0011658409,-0.0011658409,0.0015173621,16.42435
0.0006412685,-0.0022735885,-0.0006121200,0.0029214993,44.6131
0.0013989275,-0.0013989275,0.0013989275,0.0028017745,21.0137
0.0018335274,0.0000000000,0.0016589057,0.0018335274,33.13873
0.0026729423,0.0000000000,0.0018594381,0.0026729423,42.07509
0.0006086957,-0.0011884058,-0.0002028986,0.0017992397,17.58472
0.0006954506,-0.0019124891,-0.0002897711,0.0026129369,24.51954
0.0001159084,-0.0041727036,-0.0041727036,0.0043065821,18.21542
0.0029388658,0.0000000000,0.0029388658,0.0029388658,9.93846
0.0002610815,-0.0019145974,0.0000290091,0.0021798524,26.19117
0.0000580164,-0.0016244597,-0.0013923940,0.0016852137,25.52634
0.0045311955,-0.0014523063,0.0009004299,0.0059922043,97.15503
0.0012768798,-0.0018282597,0.0004933399,0.0031108268,60.34649
0.0000000000,-0.0009567436,-0.0006958135,0.0009576598,98.19089
0.0000000000,-0.0037426018,-0.0033654404,0.0037566615,33.24647
0.0003493653,-0.0011936648,-0.0004949342,0.0015448742,51.48223
0.0008735405,-0.0009317765,0.0000582360,0.0018070007,43.71529
0.0005823942,-0.0004367957,0.0004659154,0.0010196353,41.36286
0.0000000000,-0.0140939402,-0.0086485542,0.0142954190,106.88428
0.0017054811,-0.0030581040,-0.0009115502,0.0047781973,32.04027
0.0034726310,-0.0012948793,0.0028251913,0.0047736917,50.25336
0.0018197828,-0.0034341063,-0.0000880540,0.0052719936,23.08449
0.0018800306,-0.0006756360,0.0011750191,0.0025573944,44.62082
0.0000000000,-0.0030516432,-0.0019366197,0.0030609842,90.98973
0.0009709024,-0.0003824767,0.0004707405,0.0013538969,11.37772
0.0000000000,-0.0038518083,-0.0037635989,0.0038667021,123.81856
0.0008850080,-0.0024485220,-0.0018880170,0.0033417123,19.12137
0.0049627792,0.0000000000,0.0047855370,0.0049627792,17.69607
0.0002646514,-0.0010880113,-0.0003822742,0.0013541360,11.51062
0.0032353893,-0.0002941263,0.0003823642,0.0035305540,23.7942
0.0011467216,-0.0007350779,0.0003528374,0.0018831838,29.97592
0.0000000000,-0.0017934847,-0.0017052805,0.0017967070,14.48057
0.0005007216,-0.0024152455,-0.0018261612,0.0029230270,8.58356
0.0019471899,-0.0002360230,0.0001475144,0.0021837283,105.98503
0.0003244359,-0.0019171214,-0.0014747087,0.0022458629,47.85051
0.0038103677,-0.0004430660,0.0038103677,0.0042553191,16.82287
0.0034738577,-0.0003238342,0.0004415921,0.0037989222,30.72332
0.0006769883,-0.0011773709,0.0000588685,0.0018565451,25.44943
0.0005003532,-0.0014421945,-0.0009712738,0.0019453533,19.02883
0.0030355722,-0.0001473579,0.0015619935,0.0031833992,28.35033
0.0000000000,-0.0014129283,-0.0003826681,0.0014149275,27.73089
0.0000589171,-0.0019442644,-0.0007953809,0.0020070838,49.47607
0.0012384996,-0.0008256664,-0.0007961783,0.0020658718,48.99785
0.0029804940,0.0000000000,0.0018886299,0.0029804940,41.63531
0.0031224225,-0.0003240250,0.0014433840,0.0034475646,23.82852
0.0010293815,-0.0013823123,-0.0003235199,0.0024150321,22.83951
0.0155629431,-0.0003824542,0.0155629431,0.0159514980,151.47337
0.0002895362,-0.0053853726,-0.0039376918,0.0057056358,30.51564
0.0003198976,-0.0042459140,-0.0002617344,0.0045852804,29.53899
0.0000873159,-0.0033471098,-0.0032015833,0.0034459598,16.86298
0.0000000000,-0.0079346558,-0.0070595099,0.0079981181,47.16933
0.0019112588,-0.0027345703,0.0003822518,0.0046585682,65.02399
0.0024972090,-0.0007050943,0.0012926729,0.0032045628,35.3906
0.0017300531,-0.0015541155,-0.0014954696,0.0032892805,26.48595
0.0029668361,0.0000000000,0.0029374614,0.0029668361,32.63737
0.0051556962,-0.0005272871,0.0037203035,0.0056859814,34.3563
0.0009918320,-0.0021295216,-0.0021295216,0.0031280147,26.98471
0.0050304165,-0.0001169864,0.0022812354,0.0051480051,40.71096
0.0021320093,-0.0002628505,-0.0001460280,0.0023954895,40.15391
0.0005842999,-0.0014607497,0.0005258699,0.0020480412,45.06867
0.0008468142,-0.0041756702,-0.0034748584,0.0050435446,68.1361
0.0000586441,-0.0031081398,-0.0019352569,0.0031766575,81.44898
0.0026151089,-0.0005876649,0.0015866953,0.0032046570,37.35597
0.0006747045,-0.0012320690,0.0001466749,0.0019091256,83.67847
0.0013781779,-0.0006744275,-0.0006157816,0.0020539906,17.85398
0.0008794559,-0.0031367261,-0.0023452158,0.0040288193,30.64045
0.0025262911,-0.0003525057,0.0006462605,0.0028798119,12.77491
0.0022300469,-0.0001760563,0.0000586854,0.0024065270,44.3675
0.0009097045,-0.0013792294,-0.0008510139,0.0022920952,19.536
0.0044653349,-0.0004994125,0.0044653349,0.0049672281,103.29789
0.0022810352,-0.0033923088,-0.0033630648,0.0056926553,70.19904
0.0031690141,-0.0019072770,-0.0019072770,0.0050859915,50.24324
0.0032051282,-0.0014996471,0.0022053634,0.0047118414,98.50274
0.0012897552,-0.0001172505,0.0000586252,0.0014071707,45.54666
0.0045429233,-0.0015826959,0.0040446672,0.0061353295,83.7467
0.0004670987,-0.0012553278,-0.0005254861,0.0017245915,75.4507
0.0002920561,-0.0018983645,-0.0006133178,0.0021945867,19.8186
0.0011103968,-0.0034188534,-0.0012565017,0.0045447882,191.01246
0.0014333353,-0.0021353771,0.0014333353,0.0035763492,25.56969
0.0167401911,-0.0010809547,0.0125332321,0.0178404305,249.08908
0.0037226214,-0.0159870718,-0.0099269904,0.0200299129,293.14157
0.0050469689,-0.0005834646,0.0024213781,0.0056337206,90.23251
0.0034039334,-0.0006400559,0.0000290934,0.0040465793,54.45087
0.0083219367,-0.0016294701,0.0083219367,0.0099676489,129.61318
0.0023378648,-0.0022224146,-0.0010679135,0.0045704368,60.77966
0.0082635077,-0.0002311471,0.0061253973,0.0084966187,137.4792
0.0033814764,-0.0019773040,-0.0018626777,0.0053693973,139.06695
0.0064841912,-0.0014058645,0.0050496356,0.0079011636,214.13061
0.0007137147,-0.0040824483,-0.0023980815,0.0048158234,51.4791
0.0000000000,-0.0091142857,-0.0091142857,0.0091981200,91.40274
0.0086836108,-0.0002884921,0.0064333728,0.0089746919,64.59206
0.0034680424,0.0000000000,0.0017196905,0.0034680424,79.64995
0.0011443284,-0.0033757688,-0.0012587613,0.0045354078,44.25744
0.0068728522,-0.0000859107,0.0061282932,0.0069593608,104.97461
0.0022196927,-0.0025042686,0.0022196927,0.0047358211,105.12581
0.0005110442,-0.0044858327,-0.0037192664,0.0050193931,76.91571
0.0014539442,-0.0042192890,0.0010833310,0.0056972716,75.011
0.0019367150,-0.0015949418,-0.0005411410,0.0035372985,56.11946
0.0029927319,-0.0017956392,0.0020521590,0.0047969848,69.72113
0.0001422313,-0.0036695682,-0.0007680492,0.0038258387,41.00829
0.0007974027,-0.0025915589,-0.0018795922,0.0033977672,36.14245
0.0016255062,-0.0033650830,0.0004562824,0.0050074396,60.90593
0.0006554948,-0.0025079799,-0.0000854993,0.0031714286,53.27349
0.0009120447,-0.0005130251,0.0006840335,0.0014258013,20.35959
0.0000000000,-0.0030473912,-0.0019936204,0.0030567062,41.72864
0.0055682467,0.0000000000,0.0054254712,0.0055682467,215.27673
0.0010224368,-0.0037773360,-0.0010508378,0.0048179719,66.24132
0.0071367643,0.0000000000,0.0029854990,0.0071367643,284.40012
0.0006803107,-0.0061794886,-0.0061794886,0.0069024529,162.91825
0.0051593410,0.0000000000,0.0023943903,0.0051593410,38.13046
0.0016767080,-0.0019608958,0.0000284188,0.0036447507,66.98943
0.0023891464,-0.0073665349,-0.0048920618,0.0098280802,81.74396
0.0053446896,0.0000000000,0.0051446210,0.0053446896,42.6146
0.0013931536,-0.0037529853,-0.0037529853,0.0051655251,42.75625
0.0023677754,-0.0008272950,-0.0001711645,0.0031977159,58.7184
0.0024843656,-0.0016276878,0.0003426711,0.0041187575,66.90131
0.0006563740,-0.0011700579,-0.0005136840,0.0018285714,38.49662
0.0005139333,-0.0013990407,-0.0007137963,0.0019156540,27.73937
0.0010855282,-0.0010855282,0.0006570302,0.0021734157,65.29309
0.0011131408,-0.0006279256,0.0011131408,0.0017421603,35.98483
0.0009124608,-0.0011405760,0.0005417736,0.0020553811,112.26201
0.0003988718,-0.0006837802,-0.0000284908,0.0010833927,35.52841
0.0000854774,-0.0020229649,-0.0002849246,0.0021127163,16.63105
0.0007987448,-0.0015689631,-0.0015689631,0.0023714286,45.36088
0.0002002804,-0.0056936854,-0.0044920031,0.0059277164,62.55352
0.0008612770,-0.0099621038,-0.0056270096,0.0109322894,97.15874
0.0017882380,-0.0025381443,0.0017882380,0.0043373912,33.95786
0.0063021583,-0.0010359712,0.0058129496,0.0073457395,33.69991
0.0005150067,-0.0038053275,-0.0025750336,0.0043368373,33.4159
0.0007167020,-0.0017200849,-0.0006020297,0.0024409856,40.41192
0.0000000000,-0.0028981349,-0.0010043042,0.0029065585,31.17873
0.0010627908,-0.0013213075,-0.0009191704,0.0023872526,38.33166
0.0000000000,-0.0031063940,-0.0011505163,0.0031160737,52.98662
0.0028494949,0.0000000000,0.0012664422,0.0028494949,12.20917
0.0005751589,-0.0016679608,-0.0012653496,0.0022468673,64.12356
0.0025624784,-0.0003167108,0.0019578487,0.0028801014,28.99454
0.0017247327,-0.0031332643,-0.0031332643,0.0048732662,9.76565
0.0025627736,-0.0009502419,0.0020156646,0.0035163568,34.8488
0.0000574350,-0.0021538108,-0.0021250933,0.0022160186,13.54465
0.0004027850,-0.0045457161,-0.0007192589,0.0049710983,186.91846
0.0013243889,-0.0003742838,0.0007773587,0.0016993088,28.36269
0.0012083897,-0.0006329660,0.0005466525,0.0018425220,11.69764
0.0007185973,-0.0010635240,-0.0005461339,0.0017840186,10.17069
0.0003451648,-0.0018696428,-0.0005465110,0.0022189562,27.96884
0.0024169880,-0.0002589630,0.0012084940,0.0026766441,40.65518
0.0000861846,-0.0016375075,-0.0003447384,0.0017265193,11.82339
0.0024423884,0.0000000000,0.0024423884,0.0024423884,20.01605
0.0001146953,-0.0015770609,0.0001146953,0.0016944285,16.52573
0.0006020815,-0.0017489034,-0.0009174575,0.0023551037,7.24742
0.0038729667,0.0000000000,0.0019795163,0.0038729667,39.54401
0.0016022431,-0.0007438986,0.0004291723,0.0023478883,38.38236
0.0008006634,-0.0007434732,-0.0007434732,0.0015452854,32.48815
0.0014874567,0.0000000000,0.0009439629,0.0014874567,7.18416
0.0004289268,-0.0008292585,0.0001429756,0.0012592296,9.37076
0.0007717373,-0.0010289830,0.0006859887,0.0018025751,25.83049
0.0018847450,-0.0006568051,-0.0003997944,0.0025432205,27.03381
0.0007718917,-0.0004288287,0.0004574173,0.0012012356,13.89186
0.0016573796,0.0000000000,0.0001714531,0.0016573796,17.57909
0.0023712253,-0.0001142759,0.0006285176,0.0024857853,33.95944
0.0009998857,-0.0007142041,0.0004570906,0.0017153149,28.26537
0.0004854369,-0.0020274129,-0.0010850942,0.0025179547,39.65571
0.0022863022,-0.0013717813,-0.0001714727,0.0036631085,61.94122
0.0028873642,0.0000000000,0.0022870212,0.0028873642,28.27158
0.0005989732,-0.0032230462,-0.0031660011,0.0038343778,23.76666
0.0023177292,0.0000000000,0.0019457480,0.0023177292,16.92789
0.0012857878,-0.0010286302,-0.0007428996,0.0023168011,46.02122
0.0019159279,-0.0004003432,0.0007720904,0.0023171988,25.49825
0.0027712702,0.0000000000,0.0013999200,0.0027712702,43.78024
0.0001997489,-0.0017121333,-0.0015409200,0.0019151612,71.93093
0.0008002058,-0.0004858392,0.0001143151,0.0012866701,31.57371
0.0005144327,-0.0012575021,0.0005144327,0.0017741659,13.17997
0.0013995601,-0.0017708720,0.0011710605,0.0031760565,43.83859
0.0016845111,-0.0000285510,0.0012562455,0.0017131110,24.95209
0.0001140218,-0.0019383712,-0.0014822839,0.0020563791,24.55164
0.0008277909,-0.0004567122,0.0002854452,0.0012850901,27.48264
0.0017411160,-0.0008562866,0.0012273441,0.0025996286,26.37303
0.0005133909,-0.0009412167,-0.0007130430,0.0014559781,32.76377
0.0000000000,-0.0029973452,-0.0021124147,0.0030063563,26.00298
0.0014591857,-0.0015164087,0.0014591857,0.0029801135,30.7417
0.0006287151,-0.0030578418,-0.0030578418,0.0036978644,28.48175
0.0019493177,-0.0007166609,0.0006019952,0.0026678906,35.16521
0.0005732302,-0.0010891373,-0.0010604758,0.0016641800,18.32583
0.0007170309,-0.0007170309,0.0004015373,0.0014350908,20.43232
0.0009744633,-0.0110630248,-0.0075664211,0.0121721490,95.21747
0.0038989170,-0.0018483755,0.0027148014,0.0057579352,74.42815
0.0061611102,-0.0001151609,0.0058156273,0.0062769940,38.05841
0.0040908571,-0.0005149331,0.0040908571,0.0046081630,188.74942
0.0030490411,0.0000000000,0.0030490411,0.0030490411,26.44286
0.0015625000,-0.0019034091,0.0013352273,0.0034725187,46.91749
0.0012199620,-0.0004823106,0.0009929923,0.0017030940,24.63874
0.0030893940,-0.0005952044,0.0030893940,0.0036867928,51.74966
0.0027408098,-0.0001695346,0.0006216270,0.0029108379,88.78656
0.0023435074,-0.0011294011,0.0001411751,0.0034768352,54.66311
0.0029924905,-0.0016938626,0.0014115521,0.0046943046,114.63346
0.0024293099,-0.0062992571,-0.0035309737,0.0087838990,64.40792
0.0024436678,-0.0046600176,0.0023868383,0.0071369437,110.70956
0.0019007631,-0.0011064144,0.0017305455,0.0030105084,49.58482
0.0000000000,-0.0029456750,-0.0017277517,0.0029543776,54.17995
0.0005103777,-0.0060961778,-0.0043949189,0.0066470773,76.87135
0.0013386881,-0.0041869606,0.0002848273,0.0055488816,56.39885
0.0035033752,-0.0002563445,-0.0000284827,0.0037606838,94.74625
0.0029055690,-0.0007121493,0.0023643356,0.0036202965,27.11214
0.0013067439,-0.0011931140,-0.0000284075,0.0025028441,55.63262
0.0018172009,-0.0031801016,-0.0022998949,0.0050132452,45.71542
0.0018203021,-0.0057168861,-0.0013936688,0.0075805252,54.4961
0.0029616973,-0.0039299445,0.0026199630,0.0069188324,50.8313
0.0001135654,-0.0018738289,-0.0010788712,0.0019911253,16.78568
0.0066498053,-0.0006536133,0.0066498053,0.0073081954,42.2157
0.0086949157,0.0000000000,0.0081585411,0.0086949157,76.86346
0.0017372786,-0.0047915266,0.0014010312,0.0065602388,59.02959
0.0020139860,-0.0035524476,0.0006713287,0.0055862785,77.20891
