High To Open,Low To Open,Close To Open,High To Low,Volume
0.0027005199,0.0000000000,0.0027005199,0.0027005199,60.13688
0.0126104357,0.0000000000,0.0122580483,0.0126104357,233.66533
0.0038051183,-0.0065905643,-0.0041284290,0.0104646505,209.19625
0.0020220680,-0.0036696790,0.0009236607,0.0057127108,162.56372
0.0013715711,-0.0023940150,-0.0018204489,0.0037746225,102.53524
0.0023233736,-0.0021984611,0.0004247027,0.0045317977,59.37924
0.0005491214,-0.0022464058,-0.0013977636,0.0028018212,95.69501
0.0023738724,-0.0000499763,0.0011494540,0.0024239698,39.10225
0.0013226523,-0.0014973422,0.0010481396,0.0028242233,51.41844
0.0010222145,-0.0008476900,0.0007230297,0.0018714910,30.57744
0.0016448188,-0.0007725664,-0.0005981159,0.0024192543,25.14189
0.0000000000,-0.0018698579,-0.0017950636,0.0018733608,17.36657
0.0039962036,-0.0004745492,0.0024726510,0.0044728754,35.93265
0.0010213487,-0.0015444785,-0.0011459034,0.0025697962,10.62848
0.0011971866,-0.0000748242,0.0004240036,0.0012721060,31.65393
0.0005485737,-0.0023189707,-0.0008727309,0.0028742096,163.3918
0.0010983525,-0.0007738392,0.0006989516,0.0018736416,34.74581
0.0023176992,-0.0010467029,-0.0000996860,0.0033679274,42.62917
0.0000000000,-0.0055824154,-0.0021432488,0.0056137537,87.92241
0.0000499538,-0.0032719734,-0.0010989834,0.0033328322,92.95707
0.0009000000,-0.0015500000,0.0007750000,0.0024538034,25.77938
0.0036722458,-0.0001748688,0.0030726955,0.0038477875,42.27543
0.0000996264,-0.0035865504,-0.0022665006,0.0036994451,45.37189
0.0027965742,-0.0002247247,0.0006991435,0.0030219780,32.37504
0.0016458442,-0.0002992444,0.0006234258,0.0019456709,12.73763
0.0016203819,-0.0000498579,0.0015954530,0.0016703231,17.43112
0.0064199866,-0.0004976734,0.0047030134,0.0069211044,108.36293
0.0020807015,-0.0016100666,0.0016100666,0.0036967201,77.04381
0.0004452470,-0.0022509709,0.0001978876,0.0027023007,160.23764
0.0032629653,-0.0016067632,-0.0015820438,0.0048775657,138.50217
0.0005691097,-0.0075221458,-0.0061859752,0.0081525804,147.14861
0.0008462343,-0.0038329434,-0.0023644781,0.0046971817,73.79334
0.0016207051,-0.0002742732,0.0008976213,0.0018954982,27.17301
0.0013698971,-0.0010959177,0.0000000000,0.0024685201,43.23455
0.0020929885,-0.0014451587,0.0011461604,0.0035432678,33.46732
0.0000000000,-0.0027630498,-0.0016926792,0.0027707054,15.76312
0.0011969179,-0.0005735232,0.0000997432,0.0017714571,29.59414
0.0000000000,-0.0039631107,-0.0039631107,0.0039788794,42.84609
0.0001751927,-0.0044048453,-0.0012013215,0.0046003017,197.96173
0.0039323732,0.0000000000,0.0030306825,0.0039323732,19.85192
0.0000998851,-0.0027468411,-0.0000749138,0.0028545673,24.4223
0.0000000000,-0.0019725343,-0.0019725343,0.0019764329,11.18645
0.0003000825,-0.0014754057,0.0003000825,0.0017781117,18.22203
0.0000000000,-0.0044238940,-0.0037240690,0.0044435518,39.59075
0.0003509212,-0.0042361198,-0.0033838827,0.0046065549,170.67699
0.0005790242,-0.0068979407,-0.0036000201,0.0075288988,293.75619
0.0031873719,-0.0001264830,0.0001011864,0.0033142741,54.77726
0.0052122868,-0.0003036284,0.0043520065,0.0055175905,32.83597
0.0016135945,-0.0007059476,-0.0003781862,0.0023211808,31.45441
0.0014626151,-0.0072122053,-0.0071365528,0.0087378394,78.3847
0.0005584890,-0.0044679123,-0.0005584890,0.0050489596,331.79704
0.0033005814,-0.0008378399,0.0029959124,0.0041418915,42.67881
0.0010121714,0.0000000000,0.0002277386,0.0010121714,34.75754
0.0025036670,-0.0000758687,0.0020231652,0.0025797314,45.04601
0.0013628792,-0.0014133562,0.0011357327,0.0027801648,45.06713
0.0006048387,-0.0022933468,0.0006048387,0.0029048473,23.85149
0.0004535947,-0.0019403775,-0.0007307915,0.0023986265,10.0744
0.0010083949,-0.0025714070,-0.0018907404,0.0035890307,107.44467
0.0003284155,-0.0009347211,-0.0007326192,0.0012643184,31.87603
0.0018458115,-0.0002781360,0.0004298465,0.0021245384,23.62757
0.0003031987,-0.0063419071,-0.0052301784,0.0066875175,69.18738
0.0034500254,-0.0014459665,0.0034500254,0.0049030816,23.94525
0.0021739680,0.0000000000,0.0016683940,0.0021739680,12.01396
0.0006055713,-0.0006560355,-0.0002270892,0.0012624350,13.62559
0.0008833253,-0.0007066603,-0.0000252379,0.0015911100,35.27188
0.0003028544,-0.0011609419,-0.0010599904,0.0014654976,21.47109
0.0032831599,0.0000000000,0.0014900495,0.0032831599,54.66259
0.0025975991,-0.0001513165,0.0025471603,0.0027493316,17.74037
0.0007550019,-0.0010318359,-0.0000503335,0.0017886834,19.32792
0.0005786891,-0.0003019248,-0.0003019248,0.0008808799,9.57053
0.0012332318,-0.0002013440,0.0011073918,0.0014348647,20.76063
0.0015587289,0.0000000000,0.0012821802,0.0015587289,18.62722
0.0007530499,-0.0003263216,-0.0000753050,0.0010797238,23.71223
0.0000000000,-0.0025605623,-0.0025605623,0.0025671356,8.02013
0.0012582731,-0.0021893953,0.0012582731,0.0034552333,24.86011
0.0008793970,-0.0028140704,-0.0025376884,0.0037038903,18.80437
0.0004279529,-0.0018880274,-0.0016614641,0.0023203612,7.25249
0.0007060900,-0.0030261001,-0.0013869626,0.0037435184,12.15576
0.0029803248,0.0000000000,0.0016164474,0.0029803248,13.59491
0.0015385003,0.0000000000,0.0010845166,0.0015385003,7.03193
0.0000000000,-0.0025452988,-0.0013860538,0.0025517938,14.38298
0.0000000000,-0.0060038849,-0.0033046593,0.0060401492,32.71978
0.0023288781,-0.0012656946,0.0016200891,0.0035991281,25.95553
0.0004550166,-0.0033873455,-0.0021992467,0.0038554217,19.45173
0.0021025433,-0.0007092917,0.0020012159,0.0028138309,4.59968
0.0003287311,-0.0019976736,0.0003287311,0.0023310614,34.91157
0.0004298030,-0.0020984502,-0.0015422345,0.0025335698,25.11101
0.0017224783,-0.0007852475,0.0013931810,0.0025096966,27.48941
0.0000000000,-0.0034139187,-0.0032874772,0.0034256134,6.20007
0.0008626158,-0.0010655842,-0.0000253711,0.0019302568,13.73805
0.0009636110,-0.0001267909,0.0004310891,0.0010905402,1.9334
0.0016722832,-0.0005067525,-0.0003293891,0.0021801404,7.88636
0.0022814845,-0.0021800852,-0.0021800852,0.0044713175,50.40282
0.0007368635,-0.0080292713,-0.0057170444,0.0088370902,163.66939
0.0000000000,-0.0154680030,-0.0072098791,0.0157110211,250.64911
0.0022949974,-0.0014698298,0.0014182568,0.0037703690,16.64682
0.0027025636,-0.0009008545,0.0026510862,0.0036066672,57.47085
0.0020790021,-0.0008726675,-0.0000770001,0.0029542477,23.05523
0.0011027903,-0.0034878950,-0.0034878950,0.0046067531,25.01911
0.0036290634,0.0000000000,0.0036290634,0.0036290634,62.06441
0.0004358751,-0.0009743090,-0.0005897133,0.0014115594,6.08535
0.0016398063,-0.0003074637,0.0004868175,0.0019478689,18.6882
0.0021773099,-0.0005379236,0.0018443095,0.0027166949,8.09604
0.0000000000,-0.0012279355,-0.0012279355,0.0012294452,3.07998
0.0000000000,-0.0018182749,-0.0004865806,0.0018215871,23.04734
0.0000000000,-0.0029453949,-0.0022282553,0.0029540959,17.59212
0.0020013856,0.0000000000,0.0010520104,0.0020013856,31.271
0.0008708347,-0.0010501242,0.0008708347,0.0019229783,4.12747
0.0009730865,-0.0001280377,0.0003328980,0.0011012652,31.82239
0.0021508680,0.0000000000,0.0012034619,0.0021508680,31.39049
0.0000000000,-0.0014318222,-0.0009715937,0.0014338753,8.04654
0.0004351276,-0.0017661061,-0.0017661061,0.0022051282,7.67219
0.0007947903,-0.0005384063,0.0001025536,0.0013339148,25.49841
0.0030480777,-0.0013319331,0.0030480777,0.0043858524,44.38171
0.0000000000,-0.0014811032,-0.0011491318,0.0014833001,31.3109
0.0007921500,-0.0013543211,0.0003832984,0.0021493821,7.78293
0.0000000000,-0.0039840637,-0.0039840637,0.0040000000,11.67989
0.0012820184,-0.0001025615,0.0012820184,0.0013847219,3.52638
0.0004607469,-0.0021245553,-0.0013822408,0.0025908065,14.28549
0.0005127679,-0.0005896831,-0.0003076608,0.0011031015,35.96974
0.0023072190,0.0000000000,0.0021021329,0.0023072190,2.12754
0.0000000000,-0.0010227040,-0.0007670280,0.0010237510,1.90984
0.0013302635,-0.0008442057,0.0010232796,0.0021763064,4.78017
0.0010987046,-0.0001533076,0.0002044101,0.0012522041,7.03676
0.0000000000,-0.0019921845,-0.0017878579,0.0019961612,21.84403
0.0004604169,-0.0016881954,-0.0015603018,0.0021522458,4.41677
0.0017665131,-0.0001536098,0.0004352279,0.0019204179,3.6317
0.0000511483,-0.0020203570,-0.0020203570,0.0020756989,2.39869
0.0008456985,-0.0004100356,-0.0001537634,0.0012562492,5.52506
0.0034849455,-0.0004099936,0.0024855862,0.0038965367,6.11143
0.0018163213,-0.0001279100,0.0012535175,0.0019444800,5.5072
0.0006642481,-0.0009963722,-0.0004598641,0.0016622766,45.97459
0.0005364944,-0.0007408732,-0.0007408732,0.0012783147,8.53224
0.0008177033,-0.0002810855,0.0003577452,0.0010990977,4.24666
0.0001022730,-0.0010994349,-0.0010994349,0.0012030306,5.54742
0.0000000000,-0.0008697877,-0.0007162957,0.0008705449,6.04524
0.0005372768,-0.0004605229,-0.0004605229,0.0009982594,6.40504
0.0001791564,-0.0009981572,-0.0009725635,0.0011784900,7.8738
0.0004866679,-0.0006147384,0.0004098256,0.0011020837,3.10378
0.0010241442,-0.0005632793,-0.0005632793,0.0015883182,3.00688
0.0029973869,-0.0002561869,0.0026387252,0.0032544075,9.24795
0.0000000000,-0.0008432996,-0.0003066544,0.0008440114,9.35872
0.0001023044,-0.0022251208,-0.0018670554,0.0023326156,7.67944
0.0004868300,-0.0009480373,-0.0000256226,0.0014362289,12.8925
0.0022044499,0.0000000000,0.0009484261,0.0022044499,17.87006
0.0004096996,-0.0011266740,0.0004096996,0.0015381066,10.94298
0.0008702106,-0.0004095109,0.0006654552,0.0012802458,14.21749
0.0003579556,-0.0001789778,0.0000000000,0.0005370295,7.97276
0.0002814235,-0.0006140149,0.0002814235,0.0008959885,5.81628
0.0005887322,-0.0009214938,0.0005887322,0.0015116190,6.33898
0.0001789778,-0.0011505715,-0.0011505715,0.0013310807,8.23658
0.0022272855,0.0000000000,0.0021504826,0.0022272855,35.43112
0.0006130425,-0.0004853253,0.0006130425,0.0010989011,9.16462
0.0023737206,0.0000000000,0.0022971490,0.0023737206,14.23237
0.0027504711,-0.0000509347,0.0027504711,0.0028015485,22.42418
0.0007625051,-0.0009658398,-0.0003050020,0.0017300158,32.58315
0.0003559171,-0.0009660608,0.0003050718,0.0013232562,18.95154
0.0000000000,-0.0006864989,-0.0002796847,0.0006869705,1.15852
0.0009665276,0.0000000000,0.0008647879,0.0009665276,5.98429
0.0009157043,-0.0006104696,0.0009157043,0.0015271061,3.67408
0.0004574333,-0.0007115629,-0.0006353240,0.0011698286,8.72844
0.0002034743,-0.0015769260,-0.0011191088,0.0017832123,4.16962
0.0008913564,-0.0001018693,0.0001782713,0.0009933269,9.45091
0.0010949834,-0.0000763942,-0.0000763942,0.0011714671,3.02183
0.0003310752,-0.0005348138,-0.0004329445,0.0008663524,4.21072
0.0028542304,-0.0008154944,0.0019367992,0.0036727199,4.98931
0.0013999186,-0.0003308898,0.0013999186,0.0017313813,14.77641
0.0021351228,-0.0006354532,0.0008133801,0.0027723377,35.07111
0.0015490883,-0.0000507898,0.0013459292,0.0015999594,13.01581
0.0011413498,0.0000000000,0.0008623532,0.0011413498,3.63437
0.0023058990,0.0000000000,0.0007601865,0.0023058990,56.37402
0.0000506342,-0.0011392693,-0.0001519026,0.0011912607,43.99525
0.0002533056,-0.0017478089,-0.0010892142,0.0020046182,31.39549
0.0004820378,-0.0012938908,-0.0006088898,0.0017782294,33.25674
0.0003046304,-0.0012692933,0.0002284728,0.0015759239,19.35744
0.0015227267,-0.0001268939,0.0015227267,0.0016498299,3.86351
0.0000000000,-0.0025605922,-0.0016986107,0.0025671657,13.56783
0.0004824784,-0.0013712544,0.0004824784,0.0018562783,15.42962
0.0009399690,0.0000000000,0.0000762137,0.0009399690,17.89737
0.0019794945,0.0000000000,0.0017510913,0.0019794945,21.45824
0.0021784285,0.0000000000,0.0015704950,0.0021784285,24.05293
0.0019218126,-0.0005816012,-0.0002528701,0.0025048706,31.20264
0.0009605905,-0.0019211810,-0.0007330822,0.0028873186,19.99127
0.0030079369,0.0000000000,0.0030079369,0.0030079369,20.53171
0.0013608528,-0.0012348479,-0.0004536176,0.0025989100,43.36753
0.0012100129,-0.0000756258,0.0007310494,0.0012857359,39.98709
0.0010574551,-0.0007805025,-0.0006546150,0.0018393933,11.18816
0.0000000000,-0.0032737346,-0.0008562075,0.0032844871,22.27203
0.0000504248,-0.0020674180,-0.0020674180,0.0021222304,45.40788
0.0029302549,-0.0005304772,0.0016672140,0.0034625689,31.9837
0.0015370272,-0.0004535490,-0.0004283519,0.0019914795,25.28631
0.0007058586,-0.0020923666,-0.0003529293,0.0028040925,32.55631
0.0005043373,-0.0015382288,-0.0001008675,0.0020457128,59.76208
0.0003277614,-0.0011597711,-0.0011597711,0.0014892597,35.60558
0.0007572698,0.0000000000,0.0001262116,0.0007572698,17.48107
0.0000000000,-0.0022717520,-0.0022717520,0.0022769246,20.19912
0.0017198209,-0.0007587445,0.0007840360,0.0024804475,21.93683
0.0016430738,-0.0010616785,0.0008847321,0.0027076269,10.18386
0.0003283243,-0.0023992928,-0.0020204571,0.0027341772,57.61781
0.0007087890,-0.0023541920,-0.0007594168,0.0030702088,65.71136
0.0023565781,-0.0006588283,0.0002280559,0.0030173944,26.07394
0.0019256594,-0.0006081030,0.0006587782,0.0025353041,45.14822
0.0007850685,-0.0004811710,-0.0004305214,0.0012668491,38.96516
0.0008104549,-0.0006331679,0.0000253267,0.0014445374,11.17123
0.0018990707,-0.0002532094,-0.0001012838,0.0021528253,25.98661
0.0015438348,-0.0025055679,-0.0011895120,0.0040595743,56.02374
0.0024835276,0.0000000000,0.0009630005,0.0024835276,20.81134
0.0041020966,0.0000000000,0.0026081232,0.0041020966,43.09221
0.0008594105,-0.0021485264,0.0001769375,0.0030144135,38.96116
0.0018704818,0.0000000000,0.0018704818,0.0018704818,16.05803
0.0027496784,-0.0021442446,0.0027496784,0.0049044393,155.65086
0.0000000000,-0.0035471698,-0.0005786164,0.0035597970,113.47143
0.0035723270,-0.0004528302,0.0034716981,0.0040269808,116.6722
0.0018295739,-0.0030827068,-0.0007017544,0.0049274706,140.07872
0.0014786967,-0.0022055138,-0.0010275689,0.0036923541,107.12469
0.0000000000,-0.0145712638,-0.0102575678,0.0147867250,417.84003
0.0016485746,-0.0075834432,0.0011666836,0.0093025633,167.63882
0.0007346608,-0.0020013173,0.0007346608,0.0027414647,53.13814
0.0000000000,-0.0028124762,-0.0011655307,0.0028204086,41.3592
0.0009644425,-0.0009136824,-0.0009136824,0.0018798425,14.01951
0.0009401840,-0.0009655943,-0.0003811557,0.0019076203,25.82128
0.0033820725,-0.0014748887,0.0017037508,0.0048641353,46.45147
0.0003810395,-0.0056901895,-0.0048773053,0.0061059731,60.57791
0.0010975267,-0.0072487812,-0.0064830649,0.0084072503,246.05632
0.0053976250,-0.0040096643,0.0053976250,0.0094451613,106.68313
0.0029134402,0.0000000000,0.0010478162,0.0029134402,67.81422
0.0025011485,-0.0009953550,-0.0004593946,0.0034999872,49.90862
0.0021685886,-0.0000510256,0.0013521788,0.0022197275,33.76351
0.0000000000,-0.0018343014,-0.0008916743,0.0018376723,19.23774
0.0003570700,-0.0019128749,0.0000510100,0.0022742954,13.02457
0.0009440461,-0.0004082362,0.0009440461,0.0013528346,17.42146
0.0002038424,-0.0019619834,-0.0017071803,0.0021700835,50.44902
0.0007148693,-0.0051317402,-0.0040849673,0.0058767675,69.28478
0.0020755926,-0.0009737348,0.0011274824,0.0030522995,47.51012
0.0036587862,0.0000000000,0.0020468734,0.0036587862,52.21431
0.0004595119,-0.0008169100,-0.0006637394,0.0012774655,19.4964
0.0036290220,-0.0005622428,0.0018911805,0.0041936226,60.07944
0.0005614680,-0.0008677232,-0.0008677232,0.0014304325,16.57271
0.0006640954,-0.0003065056,-0.0003065056,0.0009708986,9.26578
0.0024521073,0.0000000000,0.0018135377,0.0024521073,13.53492
0.0008411501,-0.0004588091,0.0005607667,0.0013005559,22.37672
0.0021663778,-0.0002803548,0.0013508003,0.0024474187,14.37902
0.0010688927,-0.0002799481,-0.0000508997,0.0013492185,11.75193
0.0012220270,-0.0009928970,0.0008401436,0.0022171254,38.66587
0.0008648759,-0.0014245014,-0.0006613757,0.0022926432,46.26316
0.0008393529,-0.0008647879,0.0008139180,0.0017056158,13.66954
0.0005592557,-0.0008134628,-0.0002287864,0.0013738361,8.76713
0.0004321631,-0.0015761243,-0.0012710680,0.0020114577,6.19664
0.0000000000,-0.0015529136,-0.0012219648,0.0015553289,41.4799
0.0011467013,-0.0005096450,0.0011467013,0.0016571909,5.80874
0.0000000000,-0.0028503079,-0.0022904260,0.0028584554,45.53163
0.0005354411,-0.0039010709,-0.0013258542,0.0044538869,50.61928
0.0028593311,-0.0007658923,0.0026806229,0.0036280020,12.99384
0.0005345416,-0.0012472637,-0.0001018174,0.0017840304,21.27759
0.0000000000,-0.0025206233,-0.0011457379,0.0025269929,46.68483
0.0013005228,-0.0013260232,-0.0002805049,0.0026300334,24.76838
0.0008925839,-0.0006885647,0.0008925839,0.0015822381,33.62182
0.0008663083,-0.0011975438,-0.0010956251,0.0020663265,18.62162
0.0008924473,-0.0007139579,0.0001784895,0.0016075529,17.31118
0.0022429525,0.0000000000,0.0010959882,0.0022429525,30.15927
0.0068008151,-0.0001018849,0.0061130922,0.0069034033,63.70319
0.0006585947,-0.0054460712,-0.0039515680,0.0061380944,56.4571
0.0024658091,-0.0001016829,0.0021607606,0.0025677531,74.16829
0.0020795821,-0.0009637088,-0.0009637088,0.0030462265,37.81342
0.0004823192,-0.0022592846,-0.0005077044,0.0027478119,38.28496
0.0002030251,-0.0063699117,-0.0063699117,0.0066150742,125.24562
0.0028087736,-0.0043919005,-0.0033705283,0.0072324383,131.45605
0.0016153018,-0.0015383826,0.0012563458,0.0031585435,195.83412
0.0018957832,-0.0044320336,-0.0033816673,0.0063559867,60.4325
0.0037016092,-0.0041643103,0.0029818518,0.0078988126,184.67531
0.0026160554,0.0000000000,0.0013080277,0.0026160554,47.52049
0.0000000000,-0.0013558802,-0.0011768017,0.0013577211,22.17415
0.0023308829,-0.0006147384,-0.0003329833,0.0029474332,52.1545
0.0000000000,-0.0031235598,-0.0014337652,0.0031333470,62.19853
0.0028184893,0.0000000000,0.0018960746,0.0028184893,38.20762
0.0062404092,-0.0001790281,0.0004347826,0.0064205868,363.98911
0.0000766675,-0.0020444672,-0.0016611296,0.0021254802,34.03082
0.0013311830,-0.0001791977,0.0005631928,0.0015106514,15.11179
0.0004862071,-0.0012794923,-0.0006653360,0.0017679615,18.68548
0.0001024748,-0.0023056822,-0.0018701645,0.0024137223,24.33595
0.0003592046,-0.0027453496,-0.0013085311,0.0031131008,109.75105
0.0026204239,-0.0001284522,0.0006679512,0.0027492292,21.52735
0.0082154502,0.0000000000,0.0056224487,0.0082154502,51.84882
0.0009953550,-0.0009698331,-0.0000510438,0.0019670959,37.54235
0.0008171395,-0.0027833814,-0.0009448175,0.0036105705,39.50239
0.0000000000,-0.0045763665,-0.0030935215,0.0045974059,138.73831
0.0006927873,-0.0016934801,-0.0015395274,0.0023903154,82.1789
0.0054498715,-0.0011825193,0.0032904884,0.0066402430,47.42863
0.0000000000,-0.0017929869,-0.0008196511,0.0017962074,37.02149
0.0000000000,-0.0034093822,-0.0024096386,0.0034210459,77.15259
0.0000000000,-0.0031612223,-0.0028528104,0.0031712474,64.7719
0.0023721734,0.0000000000,0.0010829487,0.0023721734,37.25857
0.0008758372,-0.0018804740,-0.0010819165,0.0027615041,36.38508
0.0021668472,-0.0007738740,-0.0001031832,0.0029429988,30.14211
0.0041052387,0.0000000000,0.0029950169,0.0041052387,43.06372
0.0012354576,-0.0008236384,-0.0006434675,0.0020607934,36.12629
0.0032969297,-0.0011075623,0.0020863383,0.0044093757,62.18826
0.0009769893,-0.0014654840,-0.0003599434,0.0024460580,23.65682
0.0017753763,-0.0004116815,0.0012607745,0.0021879585,51.92564
0.0026214341,0.0000000000,0.0023387304,0.0026214341,37.80835
0.0008713927,-0.0006151007,-0.0004869547,0.0014874083,13.65051
0.0004360204,-0.0022313986,0.0004360204,0.0026733844,145.4884
0.0000000000,-0.0026149823,-0.0007178383,0.0026218384,37.15676
0.0004618464,-0.0018217273,-0.0013855391,0.0022877413,19.19986
0.0012334258,-0.0003083565,0.0005139274,0.0015422579,52.30086
0.0000000000,-0.0032874461,-0.0010530101,0.0032982890,130.73173
0.0000771050,-0.0022360440,-0.0012850828,0.0023183329,122.7458
0.0000000000,-0.0070757751,-0.0070757751,0.0071261985,117.75956
0.0035765194,-0.0014772580,0.0035765194,0.0050612542,86.07564
0.0005940236,-0.0013688370,0.0002066169,0.0019655511,13.88796
0.0010077259,-0.0013953128,-0.0004134260,0.0024063964,56.67357
0.0004651523,-0.0038504277,-0.0038504277,0.0043322611,32.95754
0.0010890986,-0.0015558552,0.0005445493,0.0026490754,20.50726
0.0045333264,0.0000000000,0.0045333264,0.0045333264,30.31782
0.0016512720,-0.0013674596,-0.0002322101,0.0030228653,19.76069
0.0011867599,-0.0003869869,0.0011867599,0.0015743561,6.15024
0.0015989272,-0.0002321023,0.0015989272,0.0018314546,33.05779
0.0006187800,-0.0007992575,0.0000000000,0.0014191717,8.12543
0.0020366599,-0.0003093661,-0.0002320245,0.0023467519,49.28363
0.0016765973,0.0000000000,0.0004384947,0.0016765973,10.56016
0.0015990921,-0.0000773754,-0.0000773754,0.0016765973,11.8701
0.0011606014,-0.0006189874,0.0007995254,0.0017806911,29.21336
0.0012879627,-0.0027304809,-0.0027304809,0.0040294460,46.1462
0.0012624311,-0.0009017365,0.0003091668,0.0021661208,39.76517
0.0017260479,-0.0008243811,0.0010820002,0.0025525332,16.23598
0.0016980550,-0.0023927138,-0.0015694144,0.0041005803,16.08129
0.0000000000,-0.0023192290,-0.0020615369,0.0023246203,20.99647
0.0008518987,-0.0006453778,0.0007486383,0.0014982434,13.26948
0.0007995873,-0.0011348981,0.0001289657,0.0019366834,22.87011
0.0011087618,-0.0003352071,0.0006446290,0.0014444530,34.39208
0.0018554788,-0.0004638697,0.0018554788,0.0023204249,11.79394
0.0008747781,-0.0019296576,0.0000257288,0.0028098577,34.51761
0.0000000000,-0.0012857767,-0.0011571991,0.0012874321,18.85333
0.0012354576,-0.0007978997,0.0012354576,0.0020349811,36.83
0.0034177931,0.0000000000,0.0031608162,0.0034177931,129.25406
0.0017166722,-0.0007942812,0.0002049758,0.0025129494,17.42653
0.0003074007,-0.0004611010,-0.0002817839,0.0007688562,40.67429
0.0000000000,-0.0012299493,-0.0006405986,0.0012314639,76.65805
0.0004616805,-0.0009233610,0.0003847338,0.0013863216,17.70732
0.0001281986,-0.0018204195,-0.0013076252,0.0019521718,10.50518
0.0005649137,-0.0010271159,-0.0003081348,0.0015936665,20.50409
0.0008477624,-0.0007963829,0.0005137954,0.0016454557,21.05726
0.0009238586,-0.0018990428,-0.0005902430,0.0028282724,23.33046
0.0006166020,-0.0007707525,-0.0003083010,0.0013884247,4.28897
0.0018756905,-0.0001284720,0.0013104139,0.0020044200,20.44664
0.0017190066,-0.0007183908,-0.0001026273,0.0024391496,15.00353
0.0000000000,-0.0011287261,-0.0008208917,0.0011300015,9.7221
0.0011036961,0.0000000000,0.0006673511,0.0011036961,99.14998
0.0033859177,-0.0002565089,0.0033859177,0.0036433611,347.8703
0.0013801211,-0.0001789046,0.0004089248,0.0015593047,12.37149
0.0021713030,0.0000000000,0.0005364396,0.0021713030,38.27462
0.0011751482,-0.0002810137,0.0001532802,0.0014565712,23.3262
0.0030876799,-0.0004338063,0.0029856078,0.0035230145,23.08858
0.0006361485,-0.0004580269,0.0001272297,0.0010946768,33.46799
0.0006611570,-0.0007628735,-0.0006102988,0.0014251177,20.1492
0.0020108945,-0.0025199817,0.0019090770,0.0045423227,44.38233
0.0030995147,-0.0004064937,0.0024389624,0.0035074342,45.06237
0.0003294225,-0.0010642881,-0.0003294225,0.0013951955,10.78312
0.0021052098,-0.0019530259,0.0016993862,0.0040661770,219.69797
0.0006077796,-0.0065083063,-0.0037732982,0.0071627030,36.69325
0.0002032004,-0.0013716027,-0.0009652019,0.0015769661,46.92739
0.0006355501,-0.0001525320,-0.0001525320,0.0007882024,11.23514
0.0012447606,-0.0004064524,-0.0004064524,0.0016518844,14.08191
0.0013208362,-0.0036577002,-0.0024892682,0.0049968133,147.84795
0.0026989866,-0.0002800835,0.0026735245,0.0029799047,28.22927
0.0022353180,-0.0001270067,0.0014478764,0.0023626248,136.94654
0.0000253704,-0.0021818551,-0.0016237061,0.0022120519,17.54119
0.0000000000,-0.0020831746,-0.0007367325,0.0020875232,17.6961
0.0000000000,-0.0030260648,-0.0015003179,0.0030352497,24.3071
0.0013497682,-0.0009932257,-0.0002546733,0.0023453234,13.86757
0.0005606667,-0.0012487576,0.0004332424,0.0018116867,22.26417
0.0004075810,-0.0012227430,-0.0010953740,0.0016323199,13.55374
0.0010185114,-0.0004837929,-0.0001273139,0.0015030315,13.61924
0.0007381764,-0.0002290892,0.0007381764,0.0009674873,8.12181
0.0022652074,0.0000000000,0.0015525579,0.0022652074,8.64605
0.0004319325,-0.0011941664,-0.0001270390,0.0016280430,78.78194
0.0022364542,-0.0004574565,0.0009657416,0.0026951437,44.99071
0.0007619048,-0.0010920635,-0.0007111111,0.0018559951,24.66249
0.0009152387,-0.0011186251,-0.0009152387,0.0020361415,7.68977
0.0020102804,0.0000000000,0.0008397374,0.0020102804,19.55775
0.0032535204,-0.0002795994,0.0017030146,0.0035341080,33.16627
0.0008874464,-0.0027637618,-0.0021045158,0.0036613272,22.71594
0.0009150526,-0.0023893041,-0.0013471608,0.0033122707,48.41087
0.0005089059,-0.0018320611,-0.0011195929,0.0023452636,12.56871
0.0039978610,0.0000000000,0.0032594026,0.0039978610,8.33871
0.0007354433,-0.0015723270,-0.0008622439,0.0023114046,12.49579
0.0000000000,-0.0021314928,-0.0006089979,0.0021360458,13.73244
0.0015743633,-0.0001015718,0.0009903253,0.0016761053,21.81312
0.0018006594,-0.0000760842,0.0016231296,0.0018768864,51.51339
0.0026839520,0.0000000000,0.0004051248,0.0026839520,148.48073
0.0005317263,-0.0014179369,-0.0009368512,0.0019524317,23.16909
0.0003041363,-0.0021796431,-0.0011658556,0.0024892050,15.73183
0.0010398965,-0.0011159865,-0.0005072666,0.0021582916,26.36873
0.0013950893,-0.0002790179,0.0011160714,0.0016745744,41.97743
0.0043595073,0.0000000000,0.0036498200,0.0043595073,31.74096
0.0010091581,-0.0009334713,0.0001009158,0.0019444444,144.39171
0.0000000000,-0.0021941439,-0.0014879826,0.0021989688,26.41053
0.0005304102,-0.0031319458,-0.0029551425,0.0036738624,11.72981
0.0010639106,-0.0002026496,0.0008105986,0.0012668170,17.36384
0.0013416023,-0.0002784458,0.0011644096,0.0016204993,13.74138
0.0009352645,-0.0004297161,-0.0004297161,0.0013655675,33.03943
0.0002276234,-0.0017704039,-0.0008346190,0.0020015709,21.4029
0.0002277558,-0.0009869420,-0.0002024496,0.0012158979,38.20964
0.0000759436,-0.0009619523,-0.0004050325,0.0010388952,8.41482
0.0006834405,-0.0000506252,0.0001012504,0.0007341029,19.92979
0.0000000000,-0.0038983394,-0.0028351559,0.0039135959,17.88945
