Future Percent Change
0.0023781938
-0.0013127767
0.0008541012
0.0003049431
0.0003657979
-0.0003964382
0.0001524530
0.0005180716
-0.0002133691
0.0019470050
-0.0000304229
0.0039092094
0.0097230141
0.0124177583
0.0074422709
-0.0006181197
0.0003824992
-0.0054135605
0.0052966102
-0.0015619935
0.0003240823
0.0053626374
0.0036787247
0.0072173913
-0.0036071678
0.0024955023
0.0050236748
0.0055984611
-0.0000574234
-0.0045860975
-0.0031828704
0.0017619364
-0.0016491147
-0.0016518388
-0.0079450854
0.0035799523
-0.0016033583
-0.0017814380
0.0028538148
-0.0006410630
0.0014548417
-0.0003784020
0.0018594381
-0.0000290546
-0.0023297804
0.0024692793
-0.0035860058
0.0006701046
0.0022383721
-0.0017180630
-0.0009035267
0.0016295175
-0.0001455138
0.0016851158
0.0011318126
-0.0011621826
0.0026080909
-0.0007830399
-0.0021507251
0.0035621199
0.0008969648
-0.0026981548
-0.0078362573
-0.0023152897
0.0017261556
0.0037018684
-0.0003207371
0.0009612864
0.0009603632
-0.0032700730
0.0023303233
0.0020638935
0.0002324973
-0.0005524862
0.0002616355
0.0019439448
-0.0003773256
-0.0013078354
0.0003486345
0.0013636232
-0.0009292871
-0.0002614303
-0.0036442086
-0.0002916217
0.0017466740
0.0005818859
-0.0003201397
0.0029887125
0.0028355661
-0.0001736362
-0.0017974662
-0.0025869085
-0.0009892348
-0.0003201490
-0.0002911293
0.0009888608
-0.0025367390
0.0015429852
-0.0003203448
0.0003202422
-0.0004077472
-0.0045642061
-0.0001170446
-0.0005562712
0.0028609797
0.0015157698
0.0020072727
0.0058995344
-0.0051742682
0.0003487054
-0.0020382611
0.0006401862
0.0000872905
0.0002327205
-0.0015149749
0.0008732608
-0.0026851906
0.0009622394
0.0008448899
0.0023543090
0.0024644825
0.0006085016
0.0015333873
-0.0020583887
0.0011583123
-0.0013628719
0.0022278159
0.0007516841
-0.0023763294
-0.0001159319
0.0002318101
0.0013022341
0.0038914992
-0.0018772021
0.0019024559
-0.0054486436
-0.0027609056
0.0004938128
0.0040502228
-0.0008107013
0.0012434574
0.0018761185
-0.0019665683
0.0014150807
0.0008079642
-0.0024587793
0.0005204117
-0.0010419078
0.0010119409
0.0016453065
-0.0035630486
0.0006079555
0.0001157876
0.0011565373
-0.0014477647
-0.0031078451
0.0014501581
0.0017660683
-0.0007243228
0.0018796992
-0.0023769494
-0.0005800801
-0.0008418241
0.0006672082
0.0002610133
-0.0002030516
-0.0020346471
-0.0009892348
0.0010463291
0.0015090835
0.0015646732
-0.0003188313
-0.0017711963
-0.0013374426
-0.0004945167
0.0007557480
-0.0030321584
0.0031678679
0.0002324500
0.0006968641
0.0001161305
-0.0025030561
0.0015402052
-0.0004360972
-0.0014849323
-0.0027737226
0.0019233011
0.0011642799
0.0009596092
-0.0014560704
-0.0012245969
0.0009321565
-0.0017216224
0.0004666628
0.0021536671
0.0016561583
0.0019139866
0.0002899139
0.0002028986
-0.0038992027
0.0029592666
0.0001450410
-0.0013943355
0.0009866798
0.0004930966
-0.0002320993
-0.0033768048
-0.0006116921
0.0004076285
0.0003492738
-0.0091939843
-0.0019719222
0.0029052706
-0.0002641853
0.0004401150
-0.0019991768
-0.0002646670
-0.0036302461
-0.0014186913
0.0052919386
-0.0005883391
0.0005292250
0.0002939275
-0.0020027095
-0.0019180265
0.0003244838
-0.0013291981
0.0037959040
-0.0000294265
-0.0002060278
-0.0009722181
0.0012064501
-0.0007361819
-0.0011792800
-0.0010033938
0.0019439781
0.0013530606
-0.0002059429
0.0153534183
-0.0034300331
-0.0007272304
-0.0037666433
-0.0061695752
-0.0004702839
0.0017604601
-0.0008810055
0.0026652608
0.0035314032
-0.0016663256
0.0018383426
-0.0010223456
0.0003503957
-0.0035162774
-0.0026147247
0.0014374982
0.0002053147
-0.0003520920
-0.0014692055
0.0009394082
0.0005281380
-0.0009985902
0.0042115115
-0.0032863850
-0.0019109217
0.0019951295
0.0009965706
0.0040867560
-0.0006133894
-0.0004968000
-0.0011703093
0.0016357529
0.0122049743
-0.0101722580
0.0015133436
0.0003491112
0.0080801085
-0.0012424155
0.0060881052
0.0002583905
0.0056808450
-0.0024610806
-0.0075834030
0.0058762827
0.0018311874
-0.0011171264
0.0063471281
0.0023851440
-0.0036191616
0.0006834686
-0.0006554200
0.0018488494
-0.0008540439
-0.0022540516
0.0009691580
0.0000855066
0.0007120478
-0.0019405285
0.0047713718
-0.0010519433
0.0028915663
-0.0061323446
0.0030142752
0.0006536133
-0.0057735730
0.0051467243
-0.0036529680
0.0002282584
-0.0004852845
-0.0002284213
-0.0006857339
0.0008564332
0.0013114754
0.0003989854
0.0002564249
-0.0003135064
-0.0024857143
-0.0059205610
-0.0045617277
0.0027927331
0.0062657359
-0.0026103669
0.0000000000
-0.0013212696
-0.0009487666
-0.0015837821
0.0017247822
-0.0016700740
0.0020402299
-0.0034891433
0.0034197368
-0.0014389317
-0.0004318659
0.0007767549
0.0004600874
-0.0001437980
-0.0006907071
0.0014082078
0.0000287381
0.0025797575
-0.0002293644
-0.0009183000
0.0022619252
0.0011439684
-0.0006009443
0.0013431642
-0.0004574565
0.0009711511
-0.0001714090
-0.0002571796
0.0001714237
0.0006852248
-0.0001427756
-0.0010862729
0.0000857510
0.0021391900
-0.0031760565
0.0019134110
-0.0012581494
0.0007143469
0.0015406123
-0.0017433552
0.0001428776
0.0003713437
0.0012552779
0.0004847586
-0.0011419110
0.0003995092
0.0009977764
-0.0011987670
-0.0022599193
0.0012856408
-0.0033538770
0.0005729838
-0.0014919806
0.0007740826
-0.0073064372
0.0026498459
0.0062113579
0.0046440070
0.0028693182
0.0013334468
0.0009920073
0.0030798791
0.0006212408
0.0002540794
0.0014095625
-0.0055561855
0.0000283471
0.0009345794
-0.0018442332
-0.0037592914
0.0001708477
-0.0003133189
0.0022735023
0.0003693077
-0.0017929307
-0.0007974936
0.0027551339
-0.0006537062
0.0067470288
0.0080925179
0.0007275169
0.0010063174
-0.0006713287
0.0028172157
0.0053269706
-0.0026984922
0.0039072242
0.0013007140
0.0032274972
-0.0019347171
0.0027562636
-0.0046242454
0.0006641209
0.0027044928
0.0121854810
-0.0004090760
0.0014161220
0.0001089206
0.0071642921
0.0015655789
-0.0034942305
-0.0016550452
-0.0045516490
-0.0033636886
-0.0025772489
0.0038781920
0.0009004584
-0.0010106252
-0.0024917853
0.0013399327
-0.0009032187
-0.0021944262
-0.0039656312
-0.0050930027
0.0028153464
0.0005792944
0.0011297256
0.0031039692
-0.0009072913
-0.0060575886
-0.0083956265
0.0023930102
0.0051764706
-0.0016081182
0.0020751480
0.0011883377
-0.0013837000
0.0012437811
-0.0013284623
-0.0023580326
0.0030974308
0.0041860593
-0.0036485254
0.0001658146
-0.0003317391
-0.0006639188
0.0047355524
0.0017589666
0.0012352457
0.0038827518
0.0033519553
-0.0022943924
-0.0016689466
0.0007108486
-0.0035393860
0.0003565551
0.0018069320
0.0021309147
-0.0033716181
-0.0013999451
0.0003841510
0.0003565845
0.0045054885
0.0003275646
0.0005729096
0.0001363884
0.0018786245
-0.0012266928
-0.0023224678
0.0018273060
-0.0005457622
0.0052660152
-0.0013590650
0.0009775702
-0.0007609109
-0.0008431474
0.0011138883
-0.0009517853
-0.0001903933
0.0040902565
-0.0038067270
-0.0023438990
0.0004631143
-0.0018285527
0.0013355138
-0.0020483408
-0.0018332056
-0.0001368251
-0.0060567684
0.0018685939
-0.0018445105
-0.0018202879
0.0025858275
-0.0010739955
-0.0007716687
-0.0056818182
0.0004709533
-0.0006653176
0.0031227547
0.0004971826
0.0018196857
0.0020635576
0.0023332418
-0.0003844464
0.0075220757
-0.0017472971
0.0075326505
-0.0035622026
0.0029822421
0.0107281749
0.0000000000
0.0021143347
0.0049533955
-0.0038764871
-0.0026537286
0.0014186675
0.0005083204
-0.0036248423
-0.0013981877
-0.0051349964
-0.0010551377
-0.0000270555
0.0055425512
-0.0026707672
0.0016429206
0.0001077209
0.0012909820
-0.0002152100
-0.0050287939
-0.0019232853
0.0019735597
0.0008643743
-0.0025184142
0.0035349038
0.0026911381
-0.0026713438
-0.0005129451
0.0015095560
0.0000269556
-0.0002156916
0.0052033044
-0.0009127517
0.0038508852
-0.0013120900
0.0012302426
-0.0018756196
0.0010973717
0.0010427529
0.0030653588
0.0011448654
-0.0042513369
0.0014151069
0.0005870580
-0.0008011751
0.0005871834
-0.0028640257
-0.0057881276
0.0015321757
0.0003224593
-0.0018575851
0.0006188119
-0.0000269056
-0.0012391908
0.0022041233
-0.0019390806
-0.0007276843
-0.0004044326
0.0019643722
0.0002152273
0.0010749798
-0.0011030698
-0.0000538112
-0.0009156276
-0.0021590694
0.0019931586
-0.0089955430
0.0080603855
0.0004042037
0.0038386170
-0.0000805369
0.0011798144
0.0025942072
0.0047644397
-0.0018666667
-0.0026469880
-0.0014995314
-0.0011259148
0.0000536121
0.0023000187
0.0004010052
-0.0004814379
-0.0044327432
-0.0012642565
-0.0007268029
0.0010755869
-0.0033454742
-0.0004318605
0.0010515531
-0.0007825360
0.0010243416
0.0046150957
-0.0003220871
0.0001073508
-0.0007520211
-0.0001611733
0.0030262453
-0.0004554832
0.0004552758
-0.0033858225
-0.0002956751
0.0013689805
0.0005365670
-0.0007517586
0.0038246543
-0.0017683466
0.0033113467
-0.0005076413
-0.0021151838
-0.0016896422
-0.0007246571
0.0000805110
-0.0008864058
0.0002953813
-0.0010752688
0.0018246217
-0.0030953086
-0.0007811658
-0.0048450399
0.0007843349
0.0003514748
0.0012691041
0.0022361721
0.0036239665
0.0000268435
0.0005902079
0.0010719550
0.0002947007
0.0038430745
0.0078114656
-0.0020430906
-0.0014880952
0.0020154874
-0.0019396838
0.0001594007
-0.0002923200
-0.0008244900
0.0015932446
-0.0018622469
0.0006646461
0.0022017667
0.0026984841
-0.0013245384
0.0079627878
0.0018623928
0.0029814054
0.0015927725
-0.0039846904
0.0041248956
0.0030711571
-0.0009899958
0.0021317527
0.0002339181
-0.0038091262
0.0029394933
-0.0014066896
0.0006768366
0.0033727688
-0.0040376149
-0.0018267700
0.0005998644
0.0006516016
-0.0004171990
0.0044390219
0.0066529139
-0.0006450781
-0.0006196587
0.0059288538
0.0017678256
-0.0019252490
-0.0015168265
0.0013094382
0.0001540278
-0.0021868327
0.0034611835
0.0002563182
-0.0020290227
0.0025873553
-0.0041414791
0.0001543170
0.0005141256
-0.0021123677
0.0015946092
0.0035878117
0.0016885409
0.0050400916
-0.0057603687
-0.0026182042
0.0018958803
-0.0030838816
0.0018725151
-0.0003592415
-0.0023920984
-0.0001028965
-0.0067854553
-0.0002072324
0.0002071895
0.0010607197
-0.0018142705
0.0052851397
0.0001288892
-0.0008513932
0.0001031885
0.0009278351
0.0006181743
-0.0066376270
-0.0030689207
0.0017913238
0.0001297892
-0.0002336752
0.0010892964
0.0031283934
0.0010847107
-0.0003875468
-0.0002584313
-0.0008017794
-0.0028011204
-0.0030437837
-0.0010156250
0.0015860222
-0.0001300187
0.0003639199
0.0000000000
-0.0025539456
0.0008852783
0.0010664031
0.0014803657
0.0012191642
0.0001296815
0.0002074474
0.0018635470
0.0024013014
-0.0004908292
-0.0013969371
0.0006979810
-0.0033459563
-0.0019230769
-0.0012750124
-0.0000260213
0.0016366612
0.0003635703
-0.0007276696
-0.0008062838
0.0003899852
-0.1699060133
0.0010107293
0.0001813800
0.0015781032
-0.0043391275
-0.0000519683
0.0022037853
0.0007254262
-0.0005443658
